,Post Office,Pin Code,Latitude,Longitude,City,VenueName,VenueLatitude,VenueLongitude,VenueCategory
217,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Crossword Bookstore,19.172965988459588,72.83561473088699,Bookstore
218,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Lifestyle,19.173099118302385,72.83567021919836,Clothing Store
219,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Maharaja Bhog,19.1730734217199,72.835716378086,Indian Restaurant
220,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,The Irish House,19.173024084381872,72.83581369149987,Pub
221,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Starbucks,19.172780672283636,72.83515625720213,Coffee Shop
222,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,KFC,19.17303549523249,72.83571170052117,Fast Food Restaurant
223,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Food Court,19.17321247608711,72.83573365242556,Food Court
224,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Imax @ Inox Inorbit Mall,19.172935,72.835669,Multiplex
225,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Shoppers Stop,19.172283313784348,72.83571839332579,Clothing Store
226,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Chili's American Grill & Bar,19.17336090768113,72.8355485411668,New American Restaurant
227,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Cream Centre,19.17323855736456,72.83567646595576,Vegetarian / Vegan Restaurant
228,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Cafe Coffee Day,19.171480804881632,72.83548225482843,Coffee Shop
229,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,iStore,19.17309707765046,72.83573612875756,Electronics Store
230,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,McDonald's,19.1732417071306,72.83572937911485,Fast Food Restaurant
231,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Barista,19.17312850287069,72.83571438082275,Coffee Shop
232,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Subway,19.17318444595524,72.83573528439005,Sandwich Place
233,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,H&M,19.173179441959366,72.83575096225833,Clothing Store
234,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Maroosh,19.173187021021022,72.83573648201856,Middle Eastern Restaurant
235,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Costa Coffee,19.173408518451378,72.83555312941908,Coffee Shop
236,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Timezone,19.173247368419908,72.83574836785688,Arcade
237,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Pizza Hut,19.17302630940133,72.83570935213028,Pizza Place
238,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Ruby's Bar & Grill,19.17320439159811,72.83567266030829,Restaurant
239,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Cafe Coffee Day,19.17279591137097,72.83510048176068,Coffee Shop
240,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Sbarro,19.1732518514104,72.83576675300921,Pizza Place
241,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Burger Shack,19.172754533178576,72.83493518829346,Burger Joint
242,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Moshe's,19.173229780800106,72.83574766848679,Café
243,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Arrow,19.173157271345733,72.8356495808641,Men's Store
244,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Picasso,19.16377255358727,72.83485333870145,Indian Restaurant
245,Barve Nagar,400084,19.0952831,72.90017759999998,Mumbai,Cafe Moshe's,19.09761784161817,72.90127864069473,Café
246,Barve Nagar,400084,19.0952831,72.90017759999998,Mumbai,Asalpha,19.096216721476587,72.89510648477423,Factory
247,Barve Nagar,400084,19.0952831,72.90017759999998,Mumbai,"Cafe coffee day, marol, andheri",19.097678200997287,72.8978407117282,Café
248,Barve Nagar,400084,19.0952831,72.90017759999998,Mumbai,Asalpha Metro Station,19.09621410343142,72.89501995809705,Light Rail Station
249,Bhandup,400078,19.1438684,72.9384327,Mumbai,Bageecha,19.144922047975644,72.93771361619498,Indian Restaurant
250,Bhandup,400078,19.1438684,72.9384327,Mumbai,Bhandup Railway Station,19.14246225596295,72.93748926358815,Train Station
251,Bhandup,400078,19.1438684,72.9384327,Mumbai,Bhandup Platform no 2,19.142113945415236,72.93740851966295,Train Station
252,Bhandup,400078,19.1438684,72.9384327,Mumbai,Track At Dreams,19.14618073864932,72.93836591015624,Track Stadium
253,Bhandup,400078,19.1438684,72.9384327,Mumbai,Hotel Pride,19.146659237174486,72.9370567065264,Hotel
254,Bhandup,400078,19.1438684,72.9384327,Mumbai,TEA Stall,19.1457025946237,72.93579940287232,Tea Room
255,Bhandup,400078,19.1438684,72.9384327,Mumbai,gelato Italiao,19.146120458711753,72.93592513350862,Dessert Shop
256,Bhandup,400078,19.1438684,72.9384327,Mumbai,Oxford Book Store,19.14356167160752,72.93330784574941,Bookstore
257,Bhandup (East),400042,19.1485568,72.9470657,Mumbai,Hot Plate,19.149865920399908,72.94901229414637,Asian Restaurant
258,Bhandup (East),400042,19.1485568,72.9470657,Mumbai,Nahur platform no 1,19.14514377184605,72.94726484346273,Train Station
259,Bhandup (East),400042,19.1485568,72.9470657,Mumbai,Temptations,19.14797361949557,72.94310666656274,Ice Cream Shop
260,Bhandup (East),400042,19.1485568,72.9470657,Mumbai,Punjab Hindu Hotel,19.1480458682077,72.94221273553886,Indian Restaurant
261,Mumbai Central,400008,18.9695855,72.8193152,Mumbai,Naturals,18.968103524360192,72.82018586251398,Ice Cream Shop
262,Mumbai Central,400008,18.9695855,72.8193152,Mumbai,Amrut Punjab,18.96793245875093,72.82027341075366,Restaurant
263,Mumbai Central,400008,18.9695855,72.8193152,Mumbai,Oh! Calcutta,18.972467526216324,72.81563801608259,Bengali Restaurant
264,Mumbai Central,400008,18.9695855,72.8193152,Mumbai,Sardar Pav Bhaji,18.96974040018574,72.81522103728183,Snack Place
265,Mumbai Central,400008,18.9695855,72.8193152,Mumbai,Maji Sagar,18.97268335213164,72.81468320244811,Fast Food Restaurant
266,Mumbai Central,400008,18.9695855,72.8193152,Mumbai,McDonald's,18.96972239217153,72.81975309512174,Fast Food Restaurant
267,Mumbai Central,400008,18.9695855,72.8193152,Mumbai,Maratha Mandir,18.97126637186421,72.82181883124393,Movie Theater
268,Mumbai Central,400008,18.9695855,72.8193152,Mumbai,Nanumal Bhojraj,18.968912147166353,72.81511955093872,Vegetarian / Vegan Restaurant
269,Mumbai Central,400008,18.9695855,72.8193152,Mumbai,Domino's Pizza,18.96921068277889,72.8161928329839,Pizza Place
270,Mumbai Central,400008,18.9695855,72.8193152,Mumbai,Reliance Super,18.96780107714453,72.82018365290199,Department Store
271,Mumbai Central,400008,18.9695855,72.8193152,Mumbai,KFC,18.968373695211522,72.82350174639339,Fast Food Restaurant
272,Mumbai Central,400008,18.9695855,72.8193152,Mumbai,City Center,18.9682252770377,72.82381809380857,Department Store
273,Mumbai Central,400008,18.9695855,72.8193152,Mumbai,Baskin-Robbins,18.971636929686856,72.81492912943844,Ice Cream Shop
274,Mumbai Central,400008,18.9695855,72.8193152,Mumbai,Mumbai Central Ticket Reservation Area,18.9709379540402,72.81957998795045,Train Station
275,Mumbai Central,400008,18.9695855,72.8193152,Mumbai,Mumbai Central Platform No. 1,18.97127293691944,72.81906643595481,Platform
276,Mumbai Central,400008,18.9695855,72.8193152,Mumbai,Pantaloons,18.970299331559858,72.82144953891647,Clothing Store
277,Mumbai Central,400008,18.9695855,72.8193152,Mumbai,McDonald's,18.968072621829073,72.82449670848378,Fast Food Restaurant
278,Mumbai Central,400008,18.9695855,72.8193152,Mumbai,Big Bazaar,18.9681322507016,72.8238326186512,Department Store
279,Mumbai Central,400008,18.9695855,72.8193152,Mumbai,NSCI Princess,18.972407515165557,72.8153792163823,Indian Restaurant
280,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Nirvana,19.22406198542604,72.84777752729212,Indian Restaurant
281,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Aptronix - Apple Store,19.22384342435312,72.8483660231054,Electronics Store
282,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Naturals,19.220697673055767,72.85158897603111,Ice Cream Shop
283,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Nandu Dosa Dinner,19.226147586601265,72.85113323245857,Indian Restaurant
284,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Veer Sawarkar Garden,19.22749834243418,72.8499526468726,Park
285,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Heritage Kitchen,19.220649969235023,72.84924010983174,Indian Restaurant
286,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Deepak Only Veg,19.22859638135988,72.84825222860009,Vegetarian / Vegan Restaurant
287,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Night Evil Chinese Food,19.228648898789185,72.85100846712756,Chinese Restaurant
288,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Cafe Coffee Day,19.22050494072528,72.84997117926085,Café
289,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Spring Fields,19.227724938413512,72.84839018311803,Asian Restaurant
290,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Circuit Sandwich,19.220683404777745,72.8515395807895,Sandwich Place
291,Borivli (East),400066,19.2251085,72.8502063,Mumbai,McDonald's,19.22084479642705,72.85241127506288,Fast Food Restaurant
292,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Granville Greens,19.220646204557948,72.85067485420082,Indian Restaurant
293,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Cafe coffee day,19.228060146942166,72.84791871210548,Coffee Shop
294,Borivli (East),400066,19.2251085,72.8502063,Mumbai,90ft Above,19.22848414966355,72.85261443537114,Lounge
295,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Tea पी,19.220438842841205,72.84768521409407,Café
296,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Godwa,19.228332274571247,72.84776021857016,Snack Place
297,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Su Veg,19.22691310240265,72.85538170649852,Restaurant
298,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Jambli galli,19.22630581072497,72.85248545387986,Convenience Store
299,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Salute,19.223584467167736,72.85030813792159,Restaurant
300,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Veg. Treat 1,19.22376755692501,72.84775540416713,Indian Restaurant
301,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Neo Politan Pizza,19.225862,72.854899,Pizza Place
302,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Brewberrys The Coffee Bar,19.22598118972336,72.85278546571597,Café
303,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Shri Sagar,19.228705741435736,72.85104048782719,Diner
304,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Pantaloons,19.224006081407193,72.8540224886099,Clothing Store
305,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Cheelizza,19.22053489924955,72.85003797504267,Sandwich Place
306,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Garage,19.224240510581144,72.85419320860986,Boutique
307,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Bata,19.228271366431624,72.85329894665193,Sporting Goods Shop
308,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Woodland Shoes,19.228541428984595,72.8530105948448,Shoe Store
309,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Mahakali Fast Food,19.225983742116195,72.85493746282344,Fast Food Restaurant
310,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Tibbs Frankie,19.224053849949023,72.85496054043698,Fast Food Restaurant
311,Borivli (East),400066,19.2251085,72.8502063,Mumbai,Flaming Tables,19.228518404186328,72.85459706776874,Café
312,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Nirvana,19.22406198542604,72.84777752729212,Indian Restaurant
313,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Aptronix - Apple Store,19.22384342435312,72.8483660231054,Electronics Store
314,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Naturals,19.220697673055767,72.85158897603111,Ice Cream Shop
315,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Nandu Dosa Dinner,19.226147586601265,72.85113323245857,Indian Restaurant
316,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Veer Sawarkar Garden,19.22749834243418,72.8499526468726,Park
317,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Heritage Kitchen,19.220649969235023,72.84924010983174,Indian Restaurant
318,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Deepak Only Veg,19.22859638135988,72.84825222860009,Vegetarian / Vegan Restaurant
319,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Night Evil Chinese Food,19.228648898789185,72.85100846712756,Chinese Restaurant
320,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Cafe Coffee Day,19.22050494072528,72.84997117926085,Café
321,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Spring Fields,19.227724938413512,72.84839018311803,Asian Restaurant
322,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Circuit Sandwich,19.220683404777745,72.8515395807895,Sandwich Place
323,Borivli (West),400092,19.2251085,72.8502063,Mumbai,McDonald's,19.22084479642705,72.85241127506288,Fast Food Restaurant
324,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Granville Greens,19.220646204557948,72.85067485420082,Indian Restaurant
325,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Cafe coffee day,19.228060146942166,72.84791871210548,Coffee Shop
326,Borivli (West),400092,19.2251085,72.8502063,Mumbai,90ft Above,19.22848414966355,72.85261443537114,Lounge
327,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Tea पी,19.220438842841205,72.84768521409407,Café
328,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Godwa,19.228332274571247,72.84776021857016,Snack Place
329,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Su Veg,19.22691310240265,72.85538170649852,Restaurant
330,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Jambli galli,19.22630581072497,72.85248545387986,Convenience Store
331,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Salute,19.223584467167736,72.85030813792159,Restaurant
332,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Veg. Treat 1,19.22376755692501,72.84775540416713,Indian Restaurant
333,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Neo Politan Pizza,19.225862,72.854899,Pizza Place
334,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Brewberrys The Coffee Bar,19.22598118972336,72.85278546571597,Café
335,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Shri Sagar,19.228705741435736,72.85104048782719,Diner
336,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Pantaloons,19.224006081407193,72.8540224886099,Clothing Store
337,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Cheelizza,19.22053489924955,72.85003797504267,Sandwich Place
338,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Garage,19.224240510581144,72.85419320860986,Boutique
339,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Bata,19.228271366431624,72.85329894665193,Sporting Goods Shop
340,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Woodland Shoes,19.228541428984595,72.8530105948448,Shoe Store
341,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Mahakali Fast Food,19.225983742116195,72.85493746282344,Fast Food Restaurant
342,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Tibbs Frankie,19.224053849949023,72.85496054043698,Fast Food Restaurant
343,Borivli (West),400092,19.2251085,72.8502063,Mumbai,Flaming Tables,19.228518404186328,72.85459706776874,Café
344,Borivli HO,400091,19.2314681,72.8405735,Mumbai,Dakshin,19.22979951539037,72.84278318867082,Restaurant
345,Borivli HO,400091,19.2314681,72.8405735,Mumbai,Vajira Ganpati Temple,19.228975250946004,72.84319067286309,Historic Site
346,Borivli HO,400091,19.2314681,72.8405735,Mumbai,P.A.N.G.A.T,19.23097745167038,72.83699480962078,Restaurant
347,Borivli HO,400091,19.2314681,72.8405735,Mumbai,Link View Restaurant,19.229178304516985,72.84122897286306,Restaurant
348,Borivli HO,400091,19.2314681,72.8405735,Mumbai,Talwalkars,19.233239750223067,72.84389620929373,Gym
349,Borivli HO,400091,19.2314681,72.8405735,Mumbai,Aura Hotel,19.235008553613774,72.84087182635103,Fast Food Restaurant
350,Borivli HO,400091,19.2314681,72.8405735,Mumbai,"Machan, Palmspringa, Link Road, Malad West",19.229845341886342,72.84134436741846,Indian Restaurant
351,Borivli HO,400091,19.2314681,72.8405735,Mumbai,Malvanikaran,19.23313274609032,72.84176555708137,Indian Restaurant
352,Borivli HO,400091,19.2314681,72.8405735,Mumbai,Don Bosco Bus Stop,19.2299190223582,72.84212904894416,Bus Station
353,Borivli HO,400091,19.2314681,72.8405735,Mumbai,Muscle & Might,19.23487109536257,72.83904071112384,Gym
354,Borivli HO,400091,19.2314681,72.8405735,Mumbai,Amul Scooping Parlour,19.235001492111408,72.84271755842792,Ice Cream Shop
355,Borivli HO,400091,19.2314681,72.8405735,Mumbai,Dinesh Fast Food,19.23509509276544,72.84283295227745,Food
356,Borivli HO,400091,19.2314681,72.8405735,Mumbai,Link View Fine Dine,19.227196843246396,72.8409174072902,Indian Restaurant
357,Borivli HO,400091,19.2314681,72.8405735,Mumbai,Stay Fit Gym,19.22624575493614,72.84192710908742,Gym
358,Chakala MIDC,400093,19.1152873,72.8618085,Mumbai,Courtyard Mumbai International Airport,19.1141672,72.8641313,Hotel
359,Chakala MIDC,400093,19.1152873,72.8618085,Mumbai,Sai Palace Hotel,19.115372776619047,72.8605712200513,Hotel
360,Chakala MIDC,400093,19.1152873,72.8618085,Mumbai,Faaso's,19.113938442040997,72.86232968704125,Fast Food Restaurant
361,Chakala MIDC,400093,19.1152873,72.8618085,Mumbai,Pizza Hut,19.112927868699387,72.86443418302402,Pizza Place
362,Chakala MIDC,400093,19.1152873,72.8618085,Mumbai,Cafe Coffee Day,19.112272267401284,72.86110550627025,Café
363,Chakala MIDC,400093,19.1152873,72.8618085,Mumbai,Hotel Tunga International,19.117857580329467,72.86515943512828,Hotel
364,Chakala MIDC,400093,19.1152873,72.8618085,Mumbai,MoMo Cafe,19.113681763373872,72.86411674564665,Restaurant
365,Chakala MIDC,400093,19.1152873,72.8618085,Mumbai,NH1 Kitchen and Bar,19.1113345026096,72.85863942166637,Cocktail Bar
366,Chakala MIDC,400093,19.1152873,72.8618085,Mumbai,Somethings Fishy Level 1,19.117869067878974,72.86513899619113,Seafood Restaurant
367,Chakala MIDC,400093,19.1152873,72.8618085,Mumbai,Ganesh Palace Restaurant,19.11931325663092,72.86359770759731,Indian Restaurant
368,Chakala MIDC,400093,19.1152873,72.8618085,Mumbai,Buckets And Tuckets,19.11437575365544,72.8616298787184,Fast Food Restaurant
369,Chakala MIDC,400093,19.1152873,72.8618085,Mumbai,Big Cinemas,19.11266163946256,72.85912024440914,Multiplex
370,Chakala MIDC,400093,19.1152873,72.8618085,Mumbai,Shree,19.112256197260013,72.8611131409699,Restaurant
